chemical_id	chemical_name	disease_id	disease_name	edge_type
UMLS:C0040867	triamcinolone diacetate	UMLS:C0036202	Sarcoidosis	TREATS_CDtDO
UMLS:C0040867	triamcinolone diacetate	UMLS:C0036830	Transfusion reaction due to serum protein reaction	TREATS_CDtDO
UMLS:C0040867	triamcinolone diacetate	UMLS:C0037274	Disorder of skin	TREATS_CDtDO
UMLS:C0040867	triamcinolone diacetate	UMLS:C0038013	ankylosing spondylitis	TREATS_CDtDO
UMLS:C0040867	triamcinolone diacetate	UMLS:C0039103	Synovitis	TREATS_CDtDO
UMLS:C0040867	triamcinolone diacetate	UMLS:C0039503	Tendinitis	TREATS_CDtDO
UMLS:C0040867	triamcinolone diacetate	UMLS:C0039520	Tenosynovitis	TREATS_CDtDO
UMLS:C0040867	triamcinolone diacetate	UMLS:C0040034	thrombocytopenia	TREATS_CDtDO
UMLS:C0040867	triamcinolone diacetate	UMLS:C0040147	Thyroiditis	TREATS_CDtDO
UMLS:C0040867	triamcinolone diacetate	UMLS:C0040896	Infection by larvae of Trichinella spiralis	TREATS_CDtDO
UMLS:C0040867	triamcinolone diacetate	UMLS:C0041321	Miliary tuberculosis	TREATS_CDtDO
UMLS:C0040867	triamcinolone diacetate	UMLS:C0043117	Idiopathic thrombocytopenic purpura	TREATS_CDtDO
UMLS:C0040867	triamcinolone diacetate	UMLS:C0085074	Granuloma annulare	TREATS_CDtDO
UMLS:C0040867	triamcinolone diacetate	UMLS:C0149911	Humoral hypercalcemia of malignancy	TREATS_CDtDO
UMLS:C0040867	triamcinolone diacetate	UMLS:C0149922	Lichen simplex chronicus	TREATS_CDtDO
UMLS:C0040867	triamcinolone diacetate	UMLS:C0151467	Severe adrenal insufficiency	TREATS_CDtDO
UMLS:C0040867	triamcinolone diacetate	UMLS:C0242459	Löffler's syndrome	TREATS_CDtDO
UMLS:C0040867	triamcinolone diacetate	UMLS:C0345468	Transplanted organ rejection	TREATS_CDtDO
UMLS:C0040867	triamcinolone diacetate	UMLS:C0405580	Adrenal cortical hypofunction	TREATS_CDtDO
UMLS:C0040867	triamcinolone diacetate	UMLS:C0406317	Plaque psoriasis	TREATS_CDtDO
UMLS:C0040867	triamcinolone diacetate	UMLS:C1260899	Diamond-Blackfan anemia	TREATS_CDtDO
UMLS:C0040869	triamterene	UMLS:C0013604	Edema	TREATS_CDtDO
UMLS:C0040869	triamterene	UMLS:C0020538	hypertension	TREATS_CDtDO
UMLS:C0040879	triazolam	UMLS:C0917801	Insomnia	TREATS_CDtDO
UMLS:C0040899	trichlormethiazide	UMLS:C0020538	hypertension	TREATS_CDtDO
UMLS:C0040900	trichloroacetic acid	UMLS:C0009663	Condyloma acuminatum	TREATS_CDtDO
UMLS:C0040976	trientine	UMLS:C0019202	Wilson's disease	TREATS_CDtDO
UMLS:C0040976	trientine	UMLS:C0406317	Plaque psoriasis	TREATS_CDtDO
UMLS:C0040976	trientine	UMLS:C0406326	Scalp psoriasis	TREATS_CDtDO
UMLS:C0040976	trientine	UMLS:C0740457	kidney cancer	TREATS_CDtDO
UMLS:C0040979	trifluoperazine	UMLS:C0003467	Anxiety	TREATS_CDtDO
UMLS:C0040979	trifluoperazine	UMLS:C0036341	Schizophrenia	TREATS_CDtDO
UMLS:C0040987	trifluridine	UMLS:C0007102	colon cancer	TREATS_CDtDO
UMLS:C0040987	trifluridine	UMLS:C0019357	Herpes simplex keratitis	TREATS_CDtDO
UMLS:C0040987	trifluridine	UMLS:C0276228	Herpes simplex keratoconjunctivitis	TREATS_CDtDO
UMLS:C0040989	triflupromazine	UMLS:C0027497	Nausea	TREATS_CDtDO
UMLS:C0040989	triflupromazine	UMLS:C0027498	Nausea and vomiting	TREATS_CDtDO
UMLS:C0040989	triflupromazine	UMLS:C0033975	Psychotic disorder	TREATS_CDtDO
UMLS:C0040989	triflupromazine	UMLS:C0042963	Vomiting	TREATS_CDtDO
UMLS:C0041009	trihexyphenidyl	UMLS:C0015371	Extrapyramidal disease	TREATS_CDtDO
UMLS:C0041009	trihexyphenidyl	UMLS:C0030567	Parkinson's disease	TREATS_CDtDO
UMLS:C0041009	trihexyphenidyl	UMLS:C0030568	Postencephalitic parkinsonism	TREATS_CDtDO
UMLS:C0041009	trihexyphenidyl	UMLS:C0242422	Parkinsonism	TREATS_CDtDO
UMLS:C0041014	liothyronine	UMLS:C0018021	Goiter	TREATS_CDtDO
UMLS:C0041014	liothyronine	UMLS:C0018022	Simple goiter	TREATS_CDtDO
UMLS:C0041014	liothyronine	UMLS:C0020676	hypothyroidism	TREATS_CDtDO
UMLS:C0041014	liothyronine	UMLS:C0040136	thyroid cancer	TREATS_CDtDO
UMLS:C0041014	liothyronine	UMLS:C0238298	Myxedema coma	TREATS_CDtDO
UMLS:C0041031	alimemazine	UMLS:C0002994	Angioedema	TREATS_CDtDO
UMLS:C0041031	alimemazine	UMLS:C0009766	Allergic conjunctivitis	TREATS_CDtDO
UMLS:C0041031	alimemazine	UMLS:C0027424	Nasal congestion	TREATS_CDtDO
UMLS:C0041031	alimemazine	UMLS:C0033774	Itching of skin	TREATS_CDtDO
UMLS:C0041031	alimemazine	UMLS:C0037383	Sneezing	TREATS_CDtDO
UMLS:C0041031	alimemazine	UMLS:C0042109	Urticaria	TREATS_CDtDO
UMLS:C0041031	alimemazine	UMLS:C0343065	Dermatographic urticaria	TREATS_CDtDO
UMLS:C0041031	alimemazine	UMLS:C1260880	Nasal discharge	TREATS_CDtDO
UMLS:C0041037	trimetazidine	UMLS:C0002962	Angina pectoris	TREATS_CDtDO
UMLS:C0041038	trimethadione	UMLS:C0014544	epilepsy	TREATS_CDtDO
UMLS:C0041040	trimetaphan	UMLS:C0034063	Pulmonary edema	TREATS_CDtDO
UMLS:C0041041	trimethoprim	UMLS:C0005743	Blepharoconjunctivitis	TREATS_CDtDO
UMLS:C0041041	trimethoprim	UMLS:C0009768	Bacterial conjunctivitis	TREATS_CDtDO
UMLS:C0041041	trimethoprim	UMLS:C0013371	Shigellosis	TREATS_CDtDO
UMLS:C0041041	trimethoprim	UMLS:C0032305	Pneumocystosis jiroveci pneumonia	TREATS_CDtDO
UMLS:C0041041	trimethoprim	UMLS:C0042029	Urinary tract infectious disease	TREATS_CDtDO
UMLS:C0041041	trimethoprim	UMLS:C0271429	Acute otitis media	TREATS_CDtDO
UMLS:C0041041	trimethoprim	UMLS:C0520775	Klebsiella cystitis	TREATS_CDtDO
UMLS:C0041041	trimethoprim	UMLS:C0577708	Escherichia coli urinary tract infection	TREATS_CDtDO
UMLS:C0041041	trimethoprim	UMLS:C0577709	Proteus urinary tract infection	TREATS_CDtDO
UMLS:C0041041	trimethoprim	UMLS:C0729524	Bacterial urinary infection	TREATS_CDtDO
UMLS:C0041056	trimipramine	UMLS:C0011581	Depressive disorder	TREATS_CDtDO
UMLS:C0041086	trioxsalen	UMLS:C0042900	vitiligo	TREATS_CDtDO
UMLS:C0041086	trioxsalen	UMLS:C0349506	Photosensitivity	TREATS_CDtDO
UMLS:C0041090	tripelennamine	UMLS:C0009766	Allergic conjunctivitis	TREATS_CDtDO
UMLS:C0041090	tripelennamine	UMLS:C0027424	Nasal congestion	TREATS_CDtDO
UMLS:C0041090	tripelennamine	UMLS:C0033774	Itching of skin	TREATS_CDtDO
UMLS:C0041090	tripelennamine	UMLS:C0035460	Vasomotor rhinitis	TREATS_CDtDO
UMLS:C0041090	tripelennamine	UMLS:C0037383	Sneezing	TREATS_CDtDO
UMLS:C0041090	tripelennamine	UMLS:C0042109	Urticaria	TREATS_CDtDO
UMLS:C0041090	tripelennamine	UMLS:C0343065	Dermatographic urticaria	TREATS_CDtDO
UMLS:C0041090	tripelennamine	UMLS:C1260880	Nasal discharge	TREATS_CDtDO
UMLS:C0041098	triprolidine	UMLS:C0009443	Common cold	TREATS_CDtDO
UMLS:C0041098	triprolidine	UMLS:C0009766	Allergic conjunctivitis	TREATS_CDtDO
UMLS:C0041098	triprolidine	UMLS:C0018621	Seasonal allergic rhinitis	TREATS_CDtDO
UMLS:C0041098	triprolidine	UMLS:C0033774	Itching of skin	TREATS_CDtDO
UMLS:C0041098	triprolidine	UMLS:C0035460	Vasomotor rhinitis	TREATS_CDtDO
UMLS:C0041098	triprolidine	UMLS:C0042109	Urticaria	TREATS_CDtDO
UMLS:C0041098	triprolidine	UMLS:C0343065	Dermatographic urticaria	TREATS_CDtDO
UMLS:C0041098	triprolidine	UMLS:C1260880	Nasal discharge	TREATS_CDtDO
UMLS:C0041165	troleandomycin	UMLS:C0155862	Pneumonia due to Streptococcus	TREATS_CDtDO
UMLS:C0041175	trometamol	UMLS:C0009766	Allergic conjunctivitis	TREATS_CDtDO
UMLS:C0041190	tropicamide	UMLS:C0026961	Dilated pupil	TREATS_CDtDO
UMLS:C0041190	tropicamide	UMLS:C0235238	Cycloplegia	TREATS_CDtDO
UMLS:C0041345	tubocurarine	UMLS:C0026836	Muscle relaxation, function	TREATS_CDtDO
UMLS:C0041479	tyramine	UMLS:C0020443	Hypercholesterolemia	TREATS_CDtDO
UMLS:C0041479	tyramine	UMLS:C0020473	Hyperlipidemia	TREATS_CDtDO
UMLS:C0041483	tyropanoate	UMLS:C0358514	Diagnostic aid	TREATS_CDtDO
UMLS:C0041660	undecylenic acid	UMLS:C0040252	Tinea corporis	TREATS_CDtDO
UMLS:C0041660	undecylenic acid	UMLS:C0040259	Tinea pedis	TREATS_CDtDO
UMLS:C0041920	uracil mustard	DOID:0060073	lymphatic system cancer	TREATS_CDtDO
UMLS:C0041920	uracil mustard	UMLS:C0023434	chronic lymphocytic leukemia	TREATS_CDtDO
UMLS:C0041920	uracil mustard	UMLS:C0032463	Polycythemia vera	TREATS_CDtDO
UMLS:C0041920	uracil mustard	UMLS:C0376544	hematologic cancer	TREATS_CDtDO
UMLS:C0041942	carbamide	UMLS:C0011615	atopic dermatitis	TREATS_CDtDO
UMLS:C0041942	carbamide	UMLS:C0011616	Contact dermatitis	TREATS_CDtDO
UMLS:C0041942	carbamide	UMLS:C0015230	Eruption of skin	TREATS_CDtDO
UMLS:C0041942	carbamide	UMLS:C0021092	Impacted cerumen	TREATS_CDtDO
UMLS:C0041942	carbamide	UMLS:C0036508	Seborrheic dermatitis	TREATS_CDtDO
UMLS:C0041942	carbamide	UMLS:C0040262	Pityriasis versicolor	TREATS_CDtDO
UMLS:C0041942	carbamide	UMLS:C0423775	Pityriasis simplex	TREATS_CDtDO
UMLS:C0042071	urokinase	UMLS:C0034065	Pulmonary embolism	TREATS_CDtDO
UMLS:C0042105	ursodiol	UMLS:C0008350	Calculus in biliary tract	TREATS_CDtDO
UMLS:C0042105	ursodiol	UMLS:C0023892	primary biliary cirrhosis	TREATS_CDtDO
UMLS:C0042291	valproic acid	UMLS:C0014544	epilepsy	TREATS_CDtDO
UMLS:C0042313	vancomycin	UMLS:C0014121	Bacterial endocarditis	TREATS_CDtDO
UMLS:C0042313	vancomycin	UMLS:C0014358	Pseudomembranous enterocolitis	TREATS_CDtDO
UMLS:C0042313	vancomycin	UMLS:C0032308	Staphylococcal pneumonia	TREATS_CDtDO
UMLS:C0042313	vancomycin	UMLS:C0038157	Staphylococcal enterocolitis	TREATS_CDtDO
UMLS:C0042313	vancomycin	UMLS:C0038160	Staphylococcal infectious disease	TREATS_CDtDO
UMLS:C0042313	vancomycin	UMLS:C0152965	Staphylococcal septicemia	TREATS_CDtDO
UMLS:C0042313	vancomycin	UMLS:C0157749	Infectious disorder of joint	TREATS_CDtDO
UMLS:C0042313	vancomycin	UMLS:C0339968	Neonatal pneumonia	TREATS_CDtDO
UMLS:C0042313	vancomycin	UMLS:C0456103	Sepsis of the newborn	TREATS_CDtDO
UMLS:C0042313	vancomycin	UMLS:C0520767	Staphylococcal endocarditis	TREATS_CDtDO
UMLS:C0042313	vancomycin	UMLS:C0684256	Bacterial septicemia	TREATS_CDtDO
UMLS:C0042435	vecuronium	UMLS:C0026836	Muscle relaxation, function	TREATS_CDtDO
UMLS:C0042523	verapamil	UMLS:C0002962	Angina pectoris	TREATS_CDtDO
UMLS:C0042523	verapamil	UMLS:C0002963	Prinzmetal angina	TREATS_CDtDO
UMLS:C0042523	verapamil	UMLS:C0004238	Atrial fibrillation	TREATS_CDtDO
UMLS:C0042523	verapamil	UMLS:C0020538	hypertension	TREATS_CDtDO
UMLS:C0042523	verapamil	UMLS:C0030590	Paroxysmal supraventricular tachycardia	TREATS_CDtDO
UMLS:C0042523	verapamil	UMLS:C0948089	Acute coronary syndrome	TREATS_CDtDO
UMLS:C0042646	vidarabine	UMLS:C0019357	Herpes simplex keratitis	TREATS_CDtDO
UMLS:C0042646	vidarabine	UMLS:C0022570	Herpes simplex dendritic keratitis	TREATS_CDtDO
UMLS:C0042670	vinblastine	DOID:0060061	cutaneous T cell lymphoma	TREATS_CDtDO
UMLS:C0042670	vinblastine	DOID:0060073	lymphatic system cancer	TREATS_CDtDO
UMLS:C0042670	vinblastine	UMLS:C0019829	Hodgkin's lymphoma	TREATS_CDtDO
UMLS:C0042670	vinblastine	UMLS:C0023381	Langerhans cell histiocytosis, disseminated	TREATS_CDtDO
UMLS:C0042670	vinblastine	UMLS:C0036220	Kaposi's sarcoma	TREATS_CDtDO
UMLS:C0042670	vinblastine	UMLS:C0205851	germ cell cancer	TREATS_CDtDO
UMLS:C0042670	vinblastine	UMLS:C1333010	testicular cancer	TREATS_CDtDO
UMLS:C0042679	vincristine	DOID:0060073	lymphatic system cancer	TREATS_CDtDO
UMLS:C0042679	vincristine	UMLS:C0019829	Hodgkin's lymphoma	TREATS_CDtDO
UMLS:C0042679	vincristine	UMLS:C0023449	acute lymphocytic leukemia	TREATS_CDtDO
UMLS:C0042679	vincristine	UMLS:C0024301	Follicular non-Hodgkin's lymphoma	TREATS_CDtDO
UMLS:C0042679	vincristine	UMLS:C0027819	neuroblastoma	TREATS_CDtDO
UMLS:C0042679	vincristine	UMLS:C0079744	Diffuse non-Hodgkin's lymphoma, large cell	TREATS_CDtDO
UMLS:C0042679	vincristine	UMLS:C0376544	hematologic cancer	TREATS_CDtDO
UMLS:C0042679	vincristine	UMLS:C0684743	muscle cancer	TREATS_CDtDO
UMLS:C0042679	vincristine	UMLS:C0740457	kidney cancer	TREATS_CDtDO
UMLS:C0042682	vindesine	UMLS:C0023449	acute lymphocytic leukemia	TREATS_CDtDO
UMLS:C0042682	vindesine	UMLS:C0025202	melanoma	TREATS_CDtDO
UMLS:C0042682	vindesine	UMLS:C0242379	Malignant tumor of lung	TREATS_CDtDO
UMLS:C0042682	vindesine	UMLS:C0376544	hematologic cancer	TREATS_CDtDO
UMLS:C0042839	retinol	UMLS:C0042842	Vitamin A deficiency	TREATS_CDtDO
UMLS:C0042839	retinol	UMLS:C0687148	Mineral deficiency	TREATS_CDtDO
UMLS:C0042839	retinol	UMLS:C1510471	Vitamin deficiency	TREATS_CDtDO
UMLS:C0042845	cyanocobalamin	UMLS:C0002892	Pernicious anemia	TREATS_CDtDO
UMLS:C0042845	cyanocobalamin	UMLS:C0042847	Cobalamin deficiency	TREATS_CDtDO
UMLS:C0042845	cyanocobalamin	UMLS:C0151482	Megaloblastic anemia due to folate deficiency	TREATS_CDtDO
UMLS:C0042845	cyanocobalamin	UMLS:C0162316	Iron deficiency anemia	TREATS_CDtDO
UMLS:C0042845	cyanocobalamin	UMLS:C1510471	Vitamin deficiency	TREATS_CDtDO
UMLS:C0042874	Vitamin E	UMLS:C0042875	Vitamin E deficiency	TREATS_CDtDO
UMLS:C0043031	warfarin	UMLS:C0007780	Cerebral embolism	TREATS_CDtDO
UMLS:C0043031	warfarin	UMLS:C0040038	Thromboembolic disorder	TREATS_CDtDO
UMLS:C0043031	warfarin	UMLS:C0040053	Thrombosis	TREATS_CDtDO
UMLS:C0043031	warfarin	UMLS:C0149871	Deep venous thrombosis	TREATS_CDtDO
UMLS:C0043031	warfarin	UMLS:C0524702	Pulmonary thromboembolism	TREATS_CDtDO
UMLS:C0043281	meptazinol	UMLS:C0278139	Moderate pain	TREATS_CDtDO
UMLS:C0043328	lutein	UMLS:C0013238	Tear film insufficiency	TREATS_CDtDO
UMLS:C0043328	lutein	UMLS:C0242383	age related macular degeneration	TREATS_CDtDO
UMLS:C0043328	lutein	UMLS:C1275684	Meibomian gland dysfunction	TREATS_CDtDO
UMLS:C0043355	xipamide	UMLS:C0013604	Edema	TREATS_CDtDO
UMLS:C0043355	xipamide	UMLS:C0020538	hypertension	TREATS_CDtDO
UMLS:C0043474	zidovudine	UMLS:C0019693	Human immunodeficiency virus infection	TREATS_CDtDO
UMLS:C0043491	zinc oxide	UMLS:C0006434	Burn injury	TREATS_CDtDO
UMLS:C0043491	zinc oxide	UMLS:C0006846	Candidiasis of skin	TREATS_CDtDO
UMLS:C0043491	zinc oxide	UMLS:C0011974	Diaper rash	TREATS_CDtDO
UMLS:C0043491	zinc oxide	UMLS:C0015230	Eruption of skin	TREATS_CDtDO
UMLS:C0043491	zinc oxide	UMLS:C0019112	Hemorrhoids	TREATS_CDtDO
UMLS:C0043491	zinc oxide	UMLS:C0033246	Proctitis	TREATS_CDtDO
UMLS:C0043491	zinc oxide	UMLS:C0033774	Itching of skin	TREATS_CDtDO
UMLS:C0043491	zinc oxide	UMLS:C0033775	Pruritus ani	TREATS_CDtDO
UMLS:C0043491	zinc oxide	UMLS:C0034886	Rectal pain	TREATS_CDtDO
UMLS:C0043491	zinc oxide	UMLS:C0040252	Tinea corporis	TREATS_CDtDO
UMLS:C0043491	zinc oxide	UMLS:C0040259	Tinea pedis	TREATS_CDtDO
UMLS:C0043491	zinc oxide	UMLS:C0040262	Pityriasis versicolor	TREATS_CDtDO
UMLS:C0043491	zinc oxide	UMLS:C0043250	Wound	TREATS_CDtDO
UMLS:C0043491	zinc oxide	UMLS:C0152030	Skin irritation	TREATS_CDtDO
UMLS:C0043491	zinc oxide	UMLS:C1384589	Tinea cruris	TREATS_CDtDO
UMLS:C0043611	tiludronic acid	UMLS:C0029401	Paget's disease of bone	TREATS_CDtDO
UMLS:C0043822	drospirenone	UMLS:C0001144	Acne vulgaris	TREATS_CDtDO
UMLS:C0043822	drospirenone	UMLS:C0156393	Atrophic vulva	TREATS_CDtDO
UMLS:C0043822	drospirenone	UMLS:C0221392	Atrophic vaginitis	TREATS_CDtDO
UMLS:C0043822	drospirenone	UMLS:C0520676	Premenstrual dysphoric disorder	TREATS_CDtDO
UMLS:C0043822	drospirenone	UMLS:C0600142	Menopausal flushing	TREATS_CDtDO
UMLS:C0043832	deferiprone	UMLS:C0005283	beta thalassemia	TREATS_CDtDO
UMLS:C0043832	deferiprone	UMLS:C0282193	Iron overload	TREATS_CDtDO
UMLS:C0043872	maxacalcitol	UMLS:C0152081	Pustular psoriasis	TREATS_CDtDO
UMLS:C0044410	alfacalcidol	UMLS:C0020502	Hyperparathyroidism	TREATS_CDtDO
UMLS:C0044410	alfacalcidol	UMLS:C0020626	hypoparathyroidism	TREATS_CDtDO
UMLS:C0044410	alfacalcidol	UMLS:C0035086	Renal osteodystrophy	TREATS_CDtDO
UMLS:C0044410	alfacalcidol	UMLS:C0342634	Neonatal hypocalcemia	TREATS_CDtDO
UMLS:C0045093	gemcitabine	UMLS:C0153463	pancreatic cancer	TREATS_CDtDO
UMLS:C0045093	gemcitabine	UMLS:C0153493	lung cancer	TREATS_CDtDO
UMLS:C0045093	gemcitabine	UMLS:C1299247	ovarian cancer	TREATS_CDtDO
UMLS:C0045212	clevudine	UMLS:C0524909	Chronic type B viral hepatitis	TREATS_CDtDO
UMLS:C0046100	octinoxate	UMLS:C0025218	Chloasma	TREATS_CDtDO
UMLS:C0048038	apraclonidine	UMLS:C0017601	glaucoma	TREATS_CDtDO
UMLS:C0048044	vigabatrin	UMLS:C0014544	epilepsy	TREATS_CDtDO
UMLS:C0048897	sapropterin	UMLS:C0751434	Classical phenylketonuria	TREATS_CDtDO
UMLS:C0049065	decitabine	UMLS:C0026986	Myelodysplastic syndrome	TREATS_CDtDO
UMLS:C0049065	decitabine	UMLS:C0376544	hematologic cancer	TREATS_CDtDO
UMLS:C0049506	mirtazapine	UMLS:C1269683	Major depressive disorder	TREATS_CDtDO
UMLS:C0050066	cloricromen	UMLS:C0040038	Thromboembolic disorder	TREATS_CDtDO
UMLS:C0050393	acarbose	UMLS:C0011860	type 2 diabetes mellitus	TREATS_CDtDO
UMLS:C0050403	aceclofenac	UMLS:C0003873	rheumatoid arthritis	TREATS_CDtDO
UMLS:C0050403	aceclofenac	UMLS:C0004604	Backache	TREATS_CDtDO
UMLS:C0050403	aceclofenac	UMLS:C0029408	Osteoarthritis	TREATS_CDtDO
UMLS:C0050403	aceclofenac	UMLS:C0038013	ankylosing spondylitis	TREATS_CDtDO
UMLS:C0050405	acefylline	UMLS:C0004096	asthma	TREATS_CDtDO
UMLS:C0050405	acefylline	UMLS:C0006277	Bronchitis	TREATS_CDtDO
UMLS:C0050405	acefylline	UMLS:C0007222	Disorder of cardiovascular system	TREATS_CDtDO
UMLS:C0050409	acemetacin	UMLS:C0035435	Rheumatism	TREATS_CDtDO
UMLS:C0050409	acemetacin	UMLS:C0038013	ankylosing spondylitis	TREATS_CDtDO
UMLS:C0050436	acetarsol	UMLS:C0002438	Amebic infection	TREATS_CDtDO
UMLS:C0050451	acetohydroxamic acid	UMLS:C0042029	Urinary tract infectious disease	TREATS_CDtDO
UMLS:C0050458	acetophenazine	UMLS:C0033975	Psychotic disorder	TREATS_CDtDO
UMLS:C0050461	racecadotril	UMLS:C0740441	Acute diarrhea	TREATS_CDtDO
UMLS:C0050558	acipimox	UMLS:C0020476	Hyperlipoproteinemia	TREATS_CDtDO
UMLS:C0051241	aprobarbital	UMLS:C0917801	Insomnia	TREATS_CDtDO
UMLS:C0051500	altizide	UMLS:C0013604	Edema	TREATS_CDtDO
UMLS:C0051500	altizide	UMLS:C0020538	hypertension	TREATS_CDtDO
UMLS:C0051510	aluminum acetate	UMLS:C0152030	Skin irritation	TREATS_CDtDO
UMLS:C0051511	aluminium chlorohydrate	UMLS:C0020458	Hyperhidrosis	TREATS_CDtDO
UMLS:C0051515	almasilate	UMLS:C0013395	Indigestion	TREATS_CDtDO
UMLS:C0051515	almasilate	UMLS:C0017168	Gastroesophageal reflux disease	TREATS_CDtDO
UMLS:C0051515	almasilate	UMLS:C0018834	Heartburn	TREATS_CDtDO
UMLS:C0051515	almasilate	UMLS:C0030920	Peptic ulcer	TREATS_CDtDO
UMLS:C0051522	alum	UMLS:C0013395	Indigestion	TREATS_CDtDO
UMLS:C0051522	alum	UMLS:C0017168	Gastroesophageal reflux disease	TREATS_CDtDO
UMLS:C0051522	alum	UMLS:C0018834	Heartburn	TREATS_CDtDO
UMLS:C0051522	alum	UMLS:C0030920	Peptic ulcer	TREATS_CDtDO
UMLS:C0051556	amcinonide	UMLS:C0011615	atopic dermatitis	TREATS_CDtDO
UMLS:C0051556	amcinonide	UMLS:C0011616	Contact dermatitis	TREATS_CDtDO
UMLS:C0051556	amcinonide	UMLS:C0015230	Eruption of skin	TREATS_CDtDO
UMLS:C0051556	amcinonide	UMLS:C0024138	Discoid lupus erythematosus	TREATS_CDtDO
UMLS:C0051556	amcinonide	UMLS:C0033775	Pruritus ani	TREATS_CDtDO
UMLS:C0051556	amcinonide	UMLS:C0033777	Pruritus of genital organs	TREATS_CDtDO
UMLS:C0051556	amcinonide	UMLS:C0036508	Seborrheic dermatitis	TREATS_CDtDO
UMLS:C0051556	amcinonide	UMLS:C0079773	Primary cutaneous T-cell lymphoma	TREATS_CDtDO
UMLS:C0051556	amcinonide	UMLS:C0085074	Granuloma annulare	TREATS_CDtDO
UMLS:C0051556	amcinonide	UMLS:C0149922	Lichen simplex chronicus	TREATS_CDtDO
UMLS:C0051556	amcinonide	UMLS:C0406317	Plaque psoriasis	TREATS_CDtDO
UMLS:C0051556	amcinonide	UMLS:C0406326	Scalp psoriasis	TREATS_CDtDO
UMLS:C0051607	amineptine	UMLS:C0011581	Depressive disorder	TREATS_CDtDO
UMLS:C0051696	amlodipine	UMLS:C0002962	Angina pectoris	TREATS_CDtDO
UMLS:C0051696	amlodipine	UMLS:C0002963	Prinzmetal angina	TREATS_CDtDO
UMLS:C0051696	amlodipine	UMLS:C0020538	hypertension	TREATS_CDtDO
UMLS:C0051696	amlodipine	UMLS:C0038454	Cerebrovascular accident	TREATS_CDtDO
UMLS:C0051750	amfetaminil	UMLS:C0027404	narcolepsy	TREATS_CDtDO
UMLS:C0051809	anagrelide	UMLS:C0040028	essential thrombocythemia	TREATS_CDtDO
UMLS:C0051923	octatropine methylbromide	UMLS:C0030920	Peptic ulcer	TREATS_CDtDO
UMLS:C0051923	octatropine methylbromide	UMLS:C0038358	Gastric ulcer	TREATS_CDtDO
UMLS:C0052432	artesunate	UMLS:C0024530	malaria	TREATS_CDtDO
UMLS:C0052585	sparfloxacin	UMLS:C0032285	Pneumonia	TREATS_CDtDO
UMLS:C0052585	sparfloxacin	UMLS:C0032302	Pneumonia due to Mycoplasma pneumoniae	TREATS_CDtDO
UMLS:C0052585	sparfloxacin	UMLS:C0155862	Pneumonia due to Streptococcus	TREATS_CDtDO
UMLS:C0052585	sparfloxacin	UMLS:C0276026	Haemophilus influenzae pneumonia	TREATS_CDtDO
UMLS:C0052585	sparfloxacin	UMLS:C0339959	Chlamydial pneumonia	TREATS_CDtDO
UMLS:C0052585	sparfloxacin	UMLS:C0343402	Bacterial infection due to Klebsiella pneumoniae	TREATS_CDtDO
UMLS:C0052752	azapetine	UMLS:C0085096	Peripheral vascular disease	TREATS_CDtDO
UMLS:C0052759	azatadine	UMLS:C0009443	Common cold	TREATS_CDtDO
UMLS:C0052759	azatadine	UMLS:C0009766	Allergic conjunctivitis	TREATS_CDtDO
UMLS:C0052759	azatadine	UMLS:C0018621	Seasonal allergic rhinitis	TREATS_CDtDO
UMLS:C0052759	azatadine	UMLS:C0027424	Nasal congestion	TREATS_CDtDO
UMLS:C0052759	azatadine	UMLS:C0033774	Itching of skin	TREATS_CDtDO
UMLS:C0052759	azatadine	UMLS:C0035460	Vasomotor rhinitis	TREATS_CDtDO
UMLS:C0052759	azatadine	UMLS:C0037383	Sneezing	TREATS_CDtDO
UMLS:C0052759	azatadine	UMLS:C0042109	Urticaria	TREATS_CDtDO
UMLS:C0052759	azatadine	UMLS:C0343065	Dermatographic urticaria	TREATS_CDtDO
UMLS:C0052759	azatadine	UMLS:C1260880	Nasal discharge	TREATS_CDtDO
UMLS:C0052761	azelaic acid	UMLS:C0001144	Acne vulgaris	TREATS_CDtDO
UMLS:C0052761	azelaic acid	UMLS:C0035854	Rosacea	TREATS_CDtDO
UMLS:C0052762	azelastine	UMLS:C0009766	Allergic conjunctivitis	TREATS_CDtDO
UMLS:C0052762	azelastine	UMLS:C0018621	Seasonal allergic rhinitis	TREATS_CDtDO
UMLS:C0052762	azelastine	UMLS:C0035460	Vasomotor rhinitis	TREATS_CDtDO
UMLS:C0052772	azidocillin	UMLS:C0035243	Respiratory tract infection	TREATS_CDtDO
UMLS:C0052796	azithromycin	UMLS:C0004626	Bacterial pneumonia	TREATS_CDtDO
UMLS:C0052796	azithromycin	UMLS:C0007947	Chancroid	TREATS_CDtDO
UMLS:C0052796	azithromycin	UMLS:C0009768	Bacterial conjunctivitis	TREATS_CDtDO
UMLS:C0052796	azithromycin	UMLS:C0032302	Pneumonia due to Mycoplasma pneumoniae	TREATS_CDtDO
UMLS:C0052796	azithromycin	UMLS:C0155862	Pneumonia due to Streptococcus	TREATS_CDtDO
UMLS:C0052796	azithromycin	UMLS:C0275556	Acute bacterial sinusitis	TREATS_CDtDO
UMLS:C0052796	azithromycin	UMLS:C0275652	Acute gonococcal urethritis	TREATS_CDtDO
