dc_struct_id,compound_umlscui,compound_name,relationship,dc_disease_id,disease_umlscui,disease_name,disease_umls_semantic_type,etype,salt,base,in_semmed,salt_in_semmed,base_in_semmed
547,C0007555,cefotetan,indication,21002605,C1096562,Peptostreptococcus infection,T047,TREATS_CDtDO,C0700471,,False,False,False
2407,C1700683,rotigotine,indication,21001057,C0030567,Parkinson's disease,T047,TREATS_CDtDO,,,False,False,False
2342,C0034410,quinestrol,indication,21000640,C0271578,Female hypogonadism syndrome,T047,TREATS_CDtDO,,,False,False,False
2552,C0085149,tacrolimus,indication,21002630,C0011615,atopic dermatitis,T047,TREATS_CDtDO,,,True,False,False
1048,C0014806,erythromycin,indication,21004199,C1112709,Nongonococcal urethritis,T047,TREATS_CDtDO,C0059566,,False,False,False
1055,C0937846,esomeprazole,indication,21001993,C0267055,Erosive esophagitis,T047,TREATS_CDtDO,C1337241,,True,False,False
1109,C0015131,etomidate,indication,21003025,C0002915,General anesthesia,T061,TREATS_CDtDO,,,False,False,False
1977,C0028741,nystatin,indication,21004429,C0006848,Mucocutaneous candidiasis,T047,TREATS_CDtDO,,,True,False,False
1948,C0028128,nitric oxide,indication,21013731,C0020538,hypertension,T019,TREATS_CDtDO,,,True,False,False
2034,C0030073,oxymorphone,indication,21003025,C0002915,General anesthesia,T061,TREATS_CDtDO,C0282275,,False,False,False
2028,C0134394,oxybutynin,indication,21004140,C0085606,Urgent desire to urinate,T033,TREATS_CDtDO,,C0069805,False,False,True
2028,C0134394,oxybutynin,indication,21003255,C0150045,Urge incontinence of urine,T184,TREATS_CDtDO,,C0069805,True,False,True
2006,C0029983,oxacillin,indication,21001488,C0520767,Staphylococcal endocarditis,T047,TREATS_CDtDO,C0037536,,False,False,False
564,C0007561,ceftriaxone,indication,21001801,C0276026,Haemophilus influenzae pneumonia,T047,TREATS_CDtDO,C0700527,,False,False,False
562,C0055014,ceftibuten,indication,21001385,C0729586,Infective otitis media,T047,TREATS_CDtDO,,,False,False,False
563,C0282391,ceftizoxime,indication,21002880,C1997728,Osteomyelitis due to Staphylococcus aureus,T047,TREATS_CDtDO,,C0007560,False,False,False
571,C0919352,cefalexin,indication,21002328,C0520775,Klebsiella cystitis,T047,TREATS_CDtDO,,C0007716,False,False,False
565,C0007562,cefuroxime,indication,21000260,C0018081,Gonorrhea,T047,TREATS_CDtDO,C0701852,,True,False,False
586,C0008161,chloral hydrate,indication,21003063,C0917801,Insomnia,T184,TREATS_CDtDO,,,True,False,False
2477,C0038149,stanozolol,indication,21000780,C0019243,Hereditary angioneurotic edema,T047,TREATS_CDtDO,,,True,False,False
2495,C0075503,sulconazole,indication,21000317,C0040262,Pityriasis versicolor,T047,TREATS_CDtDO,C0144004,,False,False,False
2581,C0907410,telithromycin,indication,21001820,C0032302,Pneumonia due to Mycoplasma pneumoniae,T047,TREATS_CDtDO,,,False,False,False
1118,C0541315,everolimus,indication,21000450,C0740457,kidney cancer,T191,TREATS_CDtDO,,,True,False,False
1261,C0016875,fusidic acid,indication,21000126,C0038160,Staphylococcal infectious disease,T047,TREATS_CDtDO,,,True,False,False
2129,C0070563,phenindamine,indication,21002744,C0343065,Dermatographic urticaria,T047,TREATS_CDtDO,C0724658,,False,False,False
2129,C0070563,phenindamine,indication,21001772,C0035460,Vasomotor rhinitis,T047,TREATS_CDtDO,C0724658,,False,False,False
2082,C0030827,benzylpenicillin,indication,21001757,C0041912,Upper respiratory infection,T047,TREATS_CDtDO,C0700462,,True,False,False
2068,C3651908,paroxetine,indication,21000976,C0028768,Obsessive-compulsive disorder,T048,TREATS_CDtDO,,,False,False,False
678,C0008947,clindamycin,indication,21001807,C0032290,Aspiration pneumonia,T047,TREATS_CDtDO,C2827115,,True,False,False
663,C0008845,citalopram,indication,21000971,C0270549,Generalized anxiety disorder,T048,TREATS_CDtDO,C0724555,,True,False,False
4606,C0055900,clocortolone pivalate,indication,21002692,C0149922,Lichen simplex chronicus,T047,TREATS_CDtDO,,,False,False,False
4606,C0055900,clocortolone pivalate,indication,21002642,C0011616,Contact dermatitis,T047,TREATS_CDtDO,,,False,False,False
725,C0009214,codeine,indication,21003079,C0030193,Pain,T184,TREATS_CDtDO,C0304352,,True,False,False
734,C0010137,cortisone acetate,indication,21002630,C0011615,atopic dermatitis,T047,TREATS_CDtDO,,,True,False,False
734,C0010137,cortisone acetate,indication,21000471,C0019829,Hodgkin's lymphoma,T191,TREATS_CDtDO,,,True,False,False
2621,C0039832,thiabendazole,indication,21000387,C0086227,Enterobiasis,T047,TREATS_CDtDO,,,True,False,False
2639,C0039955,thiothixene,indication,21000948,C0036341,Schizophrenia,T048,TREATS_CDtDO,C0304386,,True,False,False
2676,C0025405,tiopronin,indication,21000689,C0010691,Cystinuria,T047,TREATS_CDtDO,,,True,False,False
2680,C0247025,tirofiban,indication,21001454,C0542269,Non-Q wave myocardial infarction,T047,TREATS_CDtDO,C0795668,,True,False,False
2695,C0040373,tolazoline,indication,21013731,C0020538,hypertension,T019,TREATS_CDtDO,C0770500,,True,False,False
2763,C0041098,triprolidine,indication,21002694,C0033774,Itching of skin,T184,TREATS_CDtDO,C0242525,,False,False,False
2749,C0041031,alimemazine,indication,21001283,C0009766,Allergic conjunctivitis,T047,TREATS_CDtDO,C0614088,,False,False,False
2727,C0040867,triamcinolone diacetate,indication,21002705,C0022548,Keloid scar,T020,TREATS_CDtDO,,,False,False,False
2726,C0594040,triamcinolone acetonide,indication,21000630,C0701163,Adrenogenital disorder,T019,TREATS_CDtDO,,,False,False,False
2726,C0594040,triamcinolone acetonide,indication,21001355,C0015397,Disorder of eye,T047,TREATS_CDtDO,,,False,False,False
1199,C0301547,flumethiazide,indication,21001432,C0020538,hypertension,T047,TREATS_CDtDO,,,True,False,False
1336,C0018305,guaifenesin,indication,21003076,C0392171,Influenza-like symptoms,T184,TREATS_CDtDO,,,False,False,False
1355,C0062106,haloprogin,indication,21000315,C0040252,Tinea corporis,T047,TREATS_CDtDO,,,False,False,False
2149,C0031495,phenylpropanolamine,indication,21003205,C0010200,Cough,T184,TREATS_CDtDO,C0724661,,False,False,False
2187,C0031955,piperacillin,indication,21002615,C0014347,Infection due to Enterobacteriaceae,T047,TREATS_CDtDO,C0700463,,False,False,False
2245,C0032950,prednisolone,indication,21000874,C0040034,thrombocytopenia,T047,TREATS_CDtDO,,,False,False,False
2291,C0033429,propafenone,indication,21001550,C0004238,Atrial fibrillation,T047,TREATS_CDtDO,C0700465,,True,True,False
802,C0011276,demeclocycline,indication,21000057,C0006309,Brucellosis,T047,TREATS_CDtDO,C0282125,,False,False,False
802,C0011276,demeclocycline,indication,21000196,C0029291,Ornithosis,T047,TREATS_CDtDO,C0282125,,False,False,False
814,C0908935,desloratadine,indication,21001738,C0009443,Common cold,T047,TREATS_CDtDO,,,False,False,False
824,C0011777,dexamethasone,indication,21002686,C0406317,Plaque psoriasis,T047,TREATS_CDtDO,,,False,False,False
830,C0057605,dexbrompheniramine,indication,21003076,C0392171,Influenza-like symptoms,T184,TREATS_CDtDO,C0113291,,False,False,False
2819,C0048044,vigabatrin,indication,21004620,C0014544,epilepsy,T047,TREATS_CDtDO,,,True,False,False
1388,C0020268,hydrocortisone,indication,21000482,C0023449,acute lymphocytic leukemia,T191,TREATS_CDtDO,,,True,False,False
1511,C0071304,isradipine,indication,21001432,C0020538,hypertension,T047,TREATS_CDtDO,,,True,False,False
1475,C0027235,ipratropium,indication,21011215,C0024117,chronic obstructive pulmonary disease,T047,TREATS_CDtDO,C0700580,,True,True,False
1497,C0022209,isoniazid,indication,21000038,C0041327,Pulmonary tuberculosis,T047,TREATS_CDtDO,,,True,False,False
2255,C0657912,pregabalin,indication,21007662,C0740447,Diabetic peripheral neuropathy,T047,TREATS_CDtDO,,,True,False,False
2276,C0033254,procyclidine,indication,21001054,C0242422,Parkinsonism,T047,TREATS_CDtDO,C0546874,,True,False,False
2331,C0034282,mepyramine,indication,21005429,C0018621,Seasonal allergic rhinitis,T047,TREATS_CDtDO,C0282330,,False,False,False
961,C0013090,doxycycline,indication,21004199,C1112709,Nongonococcal urethritis,T047,TREATS_CDtDO,C3640797,,False,False,False
962,C0013092,doxylamine,indication,21001775,C0027424,Nasal congestion,T184,TREATS_CDtDO,C0058733,,False,False,False
947,C0013030,dopamine,indication,21001611,C0600177,Low cardiac output syndrome,T046,TREATS_CDtDO,C0282151,,True,False,False
4103,C0008466,chondroitin sulfate,indication,21000576,C0395020,Surgical procedure on eye proper,T061,TREATS_CDtDO,,,False,False,False
1579,C0023660,lidocaine,indication,21004043,C0002928,Local anesthetic intrathecal block,T061,TREATS_CDtDO,C0546869,,False,False,False
1533,C0064582,lactic acid,indication,21002694,C0033774,Itching of skin,T184,TREATS_CDtDO,,,False,False,False
1708,C0000618,mercaptopurine,indication,21000482,C0023449,acute lymphocytic leukemia,T191,TREATS_CDtDO,,,True,False,False
2416,C0036079,salicylic acid,indication,21013492,C0042548,Verruca plantaris,T047,TREATS_CDtDO,,,True,False,False
1051,C0014810,erythromycin ethyl succinate,indication,21001819,C0004626,Bacterial pneumonia,T047,TREATS_CDtDO,,,False,False,False
1051,C0014810,erythromycin ethyl succinate,indication,21002591,C0178299,Infection of skin AND/OR subcutaneous tissue,T047,TREATS_CDtDO,,,False,False,False
1082,C0015011,ethinylestradiol,indication,21003454,C0700589,Contraception,T061,TREATS_CDtDO,,,False,False,False
3424,C0030873,pentazocine,indication,21003086,C0474368,Labor pain,T184,TREATS_CDtDO,C0700554,,False,False,False
3487,C0071810,pramocaine,indication,21002690,C0033775,Pruritus ani,T184,TREATS_CDtDO,C0147008,,False,False,False
3524,C0073085,resorcinol,indication,21002732,C0175167,Acneiform eruption,T033,TREATS_CDtDO,,,False,False,False
4213,C0063077,hydrocortisone acetate,indication,21002846,C0006444,Bursitis,T047,TREATS_CDtDO,,,True,False,False
1662,C0065865,medrysone,indication,21000169,C1275687,Herpes zoster keratitis,T047,TREATS_CDtDO,,,False,False,False
1585,C0041014,liothyronine,indication,21000587,C0020676,hypothyroidism,T047,TREATS_CDtDO,C0546882,,True,False,False
2611,C0039644,tetracycline,indication,21001259,C0854211,Bacterial keratitis,T047,TREATS_CDtDO,C3273773,,False,False,False
2725,C0040864,triamcinolone,indication,21002682,C0003872,psoriatic arthritis,T047,TREATS_CDtDO,,,False,False,False
2684,C0040341,tobramycin,indication,21002602,C0035468,Rhinoscleroma,T047,TREATS_CDtDO,C0027519,,False,False,False
2727,C0040867,triamcinolone diacetate,indication,21001866,C0004096,asthma,T047,TREATS_CDtDO,,,False,False,False
1261,C0016875,fusidic acid,indication,21000221,C0035793,Rocky Mountain spotted fever,T047,TREATS_CDtDO,,,False,False,False
1217,C0016374,fludroxycortide,indication,21002677,C0085074,Granuloma annulare,T047,TREATS_CDtDO,,,False,False,False
1261,C0016875,fusidic acid,indication,21000285,C0275665,Gonorrhea of rectum,T047,TREATS_CDtDO,,,False,False,False
4197,C0073115,vitamin A palmitate,indication,21013645,C1960644,Prevention of dental caries,T058,TREATS_CDtDO,,,False,False,False
4456,C0770560,hydrocortisone succinate,indication,21001355,C0015397,Disorder of eye,T047,TREATS_CDtDO,,,False,False,False
4456,C0770560,hydrocortisone succinate,indication,21000637,C0405580,Adrenal cortical hypofunction,T047,TREATS_CDtDO,,,False,False,False
1742,C0066101,methdilazine,indication,21004249,C1260880,Nasal discharge,T184,TREATS_CDtDO,C0304371,,False,False,False
1813,C0026187,minocycline,indication,21000259,C0039128,Syphilis,T047,TREATS_CDtDO,C0026186,,False,False,False
2743,C0040987,trifluridine,indication,21000180,C0019357,Herpes simplex keratitis,T047,TREATS_CDtDO,,,True,False,False
1204,C0016298,fluocinolone acetonide,indication,21002692,C0149922,Lichen simplex chronicus,T047,TREATS_CDtDO,,,False,False,False
1204,C0016298,fluocinolone acetonide,indication,21002677,C0085074,Granuloma annulare,T047,TREATS_CDtDO,,,False,False,False
1210,C0016366,fluoxymesterone,indication,21000647,C0151721,Male hypogonadism,T047,TREATS_CDtDO,,,False,False,False
1350,C0148859,halofantrine,indication,21000229,C0024530,malaria,T047,TREATS_CDtDO,,C0120726,False,False,False
1385,C0020261,hydrochlorothiazide,indication,21003125,C0013604,Edema,T046,TREATS_CDtDO,,,True,False,False
4459,C0030830,procaine benzylpenicillin,indication,21000256,C0027927,Neurosyphilis,T047,TREATS_CDtDO,,,True,False,False
4373,C0142805,sodium benzoate,indication,21000695,C0220994,Hyperammonemia,T046,TREATS_CDtDO,,,True,False,False
4322,C2979837,azilsartan medoxomil,indication,21001432,C0020538,hypertension,T047,TREATS_CDtDO,,,False,False,False
4281,C0126774,magnesium citrate,indication,21001935,C0426639,Incomplete passage of stool,T184,TREATS_CDtDO,,,False,False,False
4513,C0851342,magnesium silicate,indication,21002035,C0030920,Peptic ulcer,T047,TREATS_CDtDO,,,False,False,False
1967,C0028365,norfloxacin,indication,21002437,C0520777,Chlamydial pelvic inflammatory disease,T047,TREATS_CDtDO,,,False,False,False
1977,C0028741,nystatin,indication,21000329,C0343886,Gastrointestinal candidiasis,T047,TREATS_CDtDO,,,True,False,False
1981,C0028902,ofloxacin,indication,21000261,C0275652,Acute gonococcal urethritis,T047,TREATS_CDtDO,,,False,False,False
1967,C0028365,norfloxacin,indication,21000056,C0003175,Anthrax,T047,TREATS_CDtDO,,,False,False,False
1388,C0020268,hydrocortisone,indication,21000314,C0040259,Tinea pedis,T047,TREATS_CDtDO,,,False,False,False
1527,C0022625,ketoconazole,indication,21000334,C0019655,Histoplasmosis,T047,TREATS_CDtDO,,,True,False,False
1445,C0063584,inositol nicotinate,indication,21000663,C0030783,Niacin deficiency,T047,TREATS_CDtDO,,,False,False,False
85,C0001367,aciclovir,indication,21000175,C1274323,Recurrent genital herpes simplex,T047,TREATS_CDtDO,C0282040,,True,False,False
102,C0724517,alatrofloxacin,indication,21001804,C0155862,Pneumonia due to Streptococcus,T047,TREATS_CDtDO,,C0540776,False,False,False
102,C0724517,alatrofloxacin,indication,21001842,C0339932,Acute Moraxella catarrhalis bronchitis,T047,TREATS_CDtDO,,C0540776,False,False,False
144,C0002403,amantadine,indication,21001056,C0030568,Postencephalitic parkinsonism,T047,TREATS_CDtDO,C0936072,,True,False,False
4261,C0060276,ferrous fumarate,indication,21000806,C0151482,Megaloblastic anemia due to folate deficiency,T047,TREATS_CDtDO,,,False,False,False
4247,C0027607,neomycin,indication,21001258,C0022568,Keratitis,T047,TREATS_CDtDO,,C0027603,True,False,False
4411,C0057606,dexchlorpheniramine,indication,21001773,C2607914,Allergic rhinitis,T047,TREATS_CDtDO,C0137440,,False,False,False
4344,C0078774,zinc chloride,indication,21000686,C0235950,Zinc deficiency,T047,TREATS_CDtDO,,,False,False,False
4459,C0030830,procaine benzylpenicillin,indication,21000304,C0004945,Bejel,T047,TREATS_CDtDO,,,False,False,False
4348,C0006699,calcium gluconate,indication,21005777,C0151940,Hypocalcemic tetany,T047,TREATS_CDtDO,,,False,False,False
1883,C0027396,naproxen,indication,21003153,C0393735,Headache disorder,T047,TREATS_CDtDO,C0546873,,False,False,False
1883,C0027396,naproxen,indication,21001116,C0149931,migraine,T047,TREATS_CDtDO,C0546873,,True,True,False
1981,C0028902,ofloxacin,indication,21000025,C0275982,Enteric campylobacteriosis,T047,TREATS_CDtDO,,,True,False,False
1981,C0028902,ofloxacin,indication,21002597,C1318973,Infection due to Staphylococcus aureus,T047,TREATS_CDtDO,,,False,False,False
1967,C0028365,norfloxacin,indication,21002804,C0157749,Infectious disorder of joint,T047,TREATS_CDtDO,,,False,False,False
2811,C0042435,vecuronium,indication,21003108,C0026836,"Muscle relaxation, function",T042,TREATS_CDtDO,,,False,False,False
2803,C0042291,valproic acid,indication,21001102,C2711653,Epilepsy characterized by intractable complex partial seizures,T047,TREATS_CDtDO,C0524735,,False,False,False
1191,C0616274,fludrocortisone acetate,indication,21000630,C0701163,Adrenogenital disorder,T019,TREATS_CDtDO,,,False,False,False
1283,C0045093,gemcitabine,indication,21000533,C1299247,ovarian cancer,T191,TREATS_CDtDO,C0771488,,False,False,False
4287,C0717537,calcium acetate,indication,21000753,C0020461,Hyperkalemia,T033,TREATS_CDtDO,,,False,False,False
4510,C0126789,magnesium salicylate,indication,21004387,C0039103,Synovitis,T047,TREATS_CDtDO,,,False,False,False
4548,C0016294,flumetasone,indication,21005418,C0406326,Scalp psoriasis,T047,TREATS_CDtDO,,,False,False,False
1960,C0028351,norepinephrine,indication,21001872,C0006267,bronchiectasis,T047,TREATS_CDtDO,,,False,False,False
2031,C0369772,oxymesterone,indication,21000647,C0151721,Male hypogonadism,T047,TREATS_CDtDO,,,False,False,False
2840,C3265062,colecalciferol,indication,21000674,C0029442,Osteomalacia,T047,TREATS_CDtDO,,,False,False,False
3617,C0040379,tolnaftate,indication,21000315,C0040252,Tinea corporis,T047,TREATS_CDtDO,,,False,False,False
4118,C1831796,pazopanib,indication,21000450,C0740457,kidney cancer,T191,TREATS_CDtDO,C1882305,,False,False,False
3369,C0770988,naphazoline,indication,21001361,C0235267,Red eye,T184,TREATS_CDtDO,,C0027373,False,False,True
1527,C0022625,ketoconazole,indication,21000317,C0040262,Pityriasis versicolor,T047,TREATS_CDtDO,,,True,False,False
1426,C0020933,imipenem,indication,21001924,C0149725,Lower respiratory tract infection,T047,TREATS_CDtDO,,,True,False,False
26,C0016360,fluorouracil,indication,21002708,C0022602,Actinic keratosis,T191,TREATS_CDtDO,,,True,False,False
102,C0724517,alatrofloxacin,indication,21001820,C0032302,Pneumonia due to Mycoplasma pneumoniae,T047,TREATS_CDtDO,,C0540776,False,False,False
157,C0002499,amikacin,indication,21001809,C0276089,Pneumonia due to Escherichia coli,T047,TREATS_CDtDO,C0002501,,False,False,False
2132,C0031408,pheniramine,indication,21001752,C0242429,Sore throat symptom,T184,TREATS_CDtDO,C0887016,,False,False,False
2082,C0030827,benzylpenicillin,indication,21001034,C0025295,Pneumococcal meningitis,T047,TREATS_CDtDO,C0700462,,True,False,False
2082,C0030827,benzylpenicillin,indication,21000053,C0152946,Anthrax septicemia,T047,TREATS_CDtDO,C0700462,,False,False,False
4213,C0063077,hydrocortisone acetate,indication,21003118,C0015230,Eruption of skin,T047,TREATS_CDtDO,,,False,False,False
4213,C0063077,hydrocortisone acetate,indication,21001879,C0005138,Berylliosis,T037,TREATS_CDtDO,,,False,False,False
4240,C0043491,zinc oxide,indication,21002690,C0033775,Pruritus ani,T184,TREATS_CDtDO,,,False,False,False
4191,C2343853,fesoterodine,indication,21002311,C0403643,Bladder muscle dysfunction - overactive,T047,TREATS_CDtDO,C2343854,,False,False,False
1547,C0286036,lansoprazole,indication,21000608,C0043515,Zollinger-Ellison syndrome,T047,TREATS_CDtDO,,,False,False,False
192,C0002645,amoxicillin,indication,21002602,C0035468,Rhinoscleroma,T047,TREATS_CDtDO,C0887551,,False,False,False
197,C0002679,amphotericin B,indication,21004187,C0349009,Candidal septicemia,T047,TREATS_CDtDO,C0051761,,True,False,False
197,C0002679,amphotericin B,indication,21000111,C2960008,Septicemia due to fungus,T047,TREATS_CDtDO,C0051761,,False,False,False
197,C0002679,amphotericin B,indication,21000325,C0006846,Candidiasis of skin,T047,TREATS_CDtDO,C0051761,,True,False,False
239,C0048470,argatroban,indication,21011074,C1532338,Percutaneous coronary intervention,T061,TREATS_CDtDO,,,False,False,False
249,C0085170,astemizole,indication,21001770,C2607914,Allergic rhinitis,T047,TREATS_CDtDO,,,False,False,False
224,C0003143,antazoline,indication,21004249,C1260880,Nasal discharge,T184,TREATS_CDtDO,C0771474,,False,False,False
268,C0052759,azatadine,indication,21002745,C0042109,Urticaria,T047,TREATS_CDtDO,C0149304,,True,False,False
279,C2746099,aztreonam,indication,21001809,C0276089,Pneumonia due to Escherichia coli,T047,TREATS_CDtDO,,,False,False,False
279,C2746099,aztreonam,indication,21002600,C0014836,Infection due to Escherichia coli,T047,TREATS_CDtDO,,,False,False,False
2152,C0031507,phenytoin,indication,21013430,C0270425,Bipolar disorder in remission,T048,TREATS_CDtDO,C0237417,,False,False,False
2187,C0031955,piperacillin,indication,21000102,C2887096,Sepsis due to Pseudomonas,T047,TREATS_CDtDO,C0700463,,False,False,False
2284,C0033399,promazine,indication,21003174,C0037383,Sneezing,T033,TREATS_CDtDO,C0546875,,False,False,False
1584,C0663241,linezolid,indication,21001804,C0155862,Pneumonia due to Streptococcus,T047,TREATS_CDtDO,,,False,False,False
1768,C0025815,methylprednisolone,indication,21002844,C0039503,Tendinitis,T047,TREATS_CDtDO,,,True,False,False
1765,C0027360,naltrexone,indication,21003090,C0150055,Chronic pain,T047,TREATS_CDtDO,C0355800,,True,True,False
1751,C0025677,methotrexate,indication,21000482,C0023449,acute lymphocytic leukemia,T191,TREATS_CDtDO,C0949359,,True,True,False
1751,C0025677,methotrexate,indication,21000521,C0242379,Malignant tumor of lung,T191,TREATS_CDtDO,C0949359,,True,False,False
1732,C0025611,methamphetamine,indication,21001028,C1263846,Attention deficit hyperactivity disorder,T048,TREATS_CDtDO,C0282233,,True,False,False
1790,C0025872,metronidazole,indication,21002189,C0023885,Abscess of liver,T047,TREATS_CDtDO,C0282239,,True,False,False
1813,C0026187,minocycline,indication,21001385,C0729586,Infective otitis media,T047,TREATS_CDtDO,C0026186,,False,False,False
1813,C0026187,minocycline,indication,21000057,C0006309,Brucellosis,T047,TREATS_CDtDO,C0026186,,True,False,False
1800,C0025942,miconazole,indication,21000317,C0040262,Pityriasis versicolor,T047,TREATS_CDtDO,C0086620,,True,False,False
277,C0004499,azlocillin,indication,21002894,C2242472,Infection of bone,T047,TREATS_CDtDO,C0701436,,False,False,False
329,C0005096,benzphetamine,indication,21000789,C0028754,obesity,T047,TREATS_CDtDO,C0546851,,True,True,False
349,C0005310,betamethasone acetate,indication,21001882,C1761609,Aspiration pneumonitis,T047,TREATS_CDtDO,,,False,False,False
2389,C0073393,risperidone,indication,21013692,C0236780,bipolar disorder,T048,TREATS_CDtDO,,,False,False,False
2356,C0072973,ramipril,indication,21011303,C1997351,Left ventricular cardiac dysfunction,T047,TREATS_CDtDO,,,False,False,False
4512,C0125997,lithium citrate,indication,21000953,C0338873,"Bipolar affective disorder, current episode manic",T048,TREATS_CDtDO,,,False,False,False
4517,C0543448,magnesium aspartate,indication,21002114,C0009806,Constipation,T184,TREATS_CDtDO,,,False,False,False
4517,C0543448,magnesium aspartate,indication,21000723,C0151723,Hypomagnesemia,T033,TREATS_CDtDO,,,False,False,False
1782,C0025853,metoclopramide,indication,21001999,C0017168,Gastroesophageal reflux disease,T047,TREATS_CDtDO,C0887128,,True,True,False
1878,C3819096,naloxone,indication,21000999,C0524662,Opioid dependence,T048,TREATS_CDtDO,,,False,False,False
1883,C0027396,naproxen,indication,21002811,C0029408,Osteoarthritis,T047,TREATS_CDtDO,C0546873,,True,True,False
2727,C0040867,triamcinolone diacetate,indication,21003378,C0002994,Angioedema,T046,TREATS_CDtDO,,,False,False,False
1981,C0028902,ofloxacin,indication,21000267,C0153195,Acute gonococcal cervicitis,T047,TREATS_CDtDO,,,False,False,False
1967,C0028365,norfloxacin,indication,21002326,C0729524,Bacterial urinary infection,T047,TREATS_CDtDO,,,False,False,False
1977,C0028741,nystatin,indication,21000319,C0006849,Candidiasis of mouth,T047,TREATS_CDtDO,,,True,False,False
463,C0006644,caffeine,indication,21003076,C0392171,Influenza-like symptoms,T184,TREATS_CDtDO,C0054436,,False,False,False
444,C0107497,butenafine,indication,21000317,C0040262,Pityriasis versicolor,T047,TREATS_CDtDO,C0771847,,False,False,False
466,C0006674,calcitriol,indication,21000732,C0020598,Hypocalcemia,T046,TREATS_CDtDO,,,True,False,False
520,C0007299,carteolol,indication,21001205,C0017601,glaucoma,T047,TREATS_CDtDO,C0543450,,True,False,False
556,C0053882,cefprozil,indication,21000083,C0275804,Streptococcal tonsillitis,T047,TREATS_CDtDO,,,False,False,False
564,C0007561,ceftriaxone,indication,21000104,C0343402,Bacterial infection due to Klebsiella pneumoniae,T047,TREATS_CDtDO,C0700527,,False,False,False
2440,C0074493,sibutramine,indication,21000789,C0028754,obesity,T047,TREATS_CDtDO,C0142278,,True,True,False
2416,C0036079,salicylic acid,indication,21002731,C0001144,Acne vulgaris,T047,TREATS_CDtDO,,,True,False,False
2424,C0036442,scopolamine,indication,21001219,C0235238,Cycloplegia,T047,TREATS_CDtDO,C0036444,,True,False,False
2475,C0037982,spironolactone,indication,21003269,C0003962,Ascites,T033,TREATS_CDtDO,,,True,False,False
2611,C0039644,tetracycline,indication,21000196,C0029291,Ornithosis,T047,TREATS_CDtDO,C3273773,,False,False,False
2571,C0288792,tazarotene,indication,21002683,C0033860,psoriasis,T047,TREATS_CDtDO,,,True,False,False
180,C0002600,amitriptyline,indication,21001022,C0011581,Depressive disorder,T048,TREATS_CDtDO,C0770882,,True,False,False
197,C0002679,amphotericin B,indication,21000349,C0010414,Cryptococcosis,T047,TREATS_CDtDO,C0051761,,True,False,False
2031,C0369772,oxymesterone,indication,21000652,C0034012,Delayed puberty,T046,TREATS_CDtDO,,,False,False,False
2032,C0030071,oxymetazoline,indication,21001775,C0027424,Nasal congestion,T184,TREATS_CDtDO,C0357797,,True,True,False
2017,C0069751,oxcarbazepine,indication,21001102,C2711653,Epilepsy characterized by intractable complex partial seizures,T047,TREATS_CDtDO,,,False,False,False
564,C0007561,ceftriaxone,indication,21001806,C0032308,Staphylococcal pneumonia,T047,TREATS_CDtDO,C0700527,,False,False,False
576,C0007738,cefradine,indication,21001804,C0155862,Pneumonia due to Streptococcus,T047,TREATS_CDtDO,,,False,False,False
576,C0007738,cefradine,indication,21002597,C1318973,Infection due to Staphylococcus aureus,T047,TREATS_CDtDO,,,False,False,False
571,C0919352,cefalexin,indication,21002591,C0178299,Infection of skin AND/OR subcutaneous tissue,T047,TREATS_CDtDO,,C0007716,False,False,False
594,C0008188,chlordiazepoxide,indication,21000923,C0001957,Alcohol withdrawal delirium,T047,TREATS_CDtDO,C0700528,,True,False,False
585,C0055904,clofedanol,indication,21001770,C2607914,Allergic rhinitis,T047,TREATS_CDtDO,C0952112,,False,False,False
581,C0055147,cetirizine,indication,21001773,C2607914,Allergic rhinitis,T047,TREATS_CDtDO,C0700480,,False,False,False
585,C0055904,clofedanol,indication,21001772,C0035460,Vasomotor rhinitis,T047,TREATS_CDtDO,C0952112,,False,False,False
2722,C0040845,tretinoin,indication,21002702,C0870082,Hyperkeratosis,T047,TREATS_CDtDO,,,True,False,False
2656,C0040193,ticarcillin,indication,21001819,C0004626,Bacterial pneumonia,T047,TREATS_CDtDO,C0546880,,False,False,False
2656,C0040193,ticarcillin,indication,21002880,C1997728,Osteomyelitis due to Staphylococcus aureus,T047,TREATS_CDtDO,C0546880,,False,False,False
2683,C0146011,tizanidine,indication,21002855,C0026838,Spasticity,T184,TREATS_CDtDO,C0771735,,True,False,False
2727,C0040867,triamcinolone diacetate,indication,21001125,C0006114,Cerebral edema,T046,TREATS_CDtDO,,,False,False,False
2727,C0040867,triamcinolone diacetate,indication,21000482,C0023449,acute lymphocytic leukemia,T191,TREATS_CDtDO,,,False,False,False
197,C0002679,amphotericin B,indication,21000337,C0005716,Blastomycosis,T047,TREATS_CDtDO,C0051761,,True,False,False
197,C0002679,amphotericin B,indication,21000291,C0024286,Lymphogranuloma venereum,T047,TREATS_CDtDO,C0051761,,False,False,False
209,C0051809,anagrelide,indication,21000909,C0040028,essential thrombocythemia,T047,TREATS_CDtDO,C0771907,,True,False,False
224,C0003143,antazoline,indication,21001283,C0009766,Allergic conjunctivitis,T047,TREATS_CDtDO,C0771474,,False,False,False
279,C2746099,aztreonam,indication,21002154,C0031154,Peritonitis,T047,TREATS_CDtDO,,,False,False,False
